text,score
' दे ताली ' गाने का फिल्मांकन बहुत अच्छा बन पड़ा है।,1
"प्रीतम का संगीत दमदार है। 
फिल्म का टाइटिल सॉन्ग ' जिस दिन मेरा ब्याह होवेगा ,' पहले से ही टॉप टेन में शामिल है।
श्रेयस तलपड़े कैमरामैन के रोल में फिट है",1
अभिषेक चौबे और विशाल भारद्वाज ने फिल्म की चुस्त पटकथा में रोमांच बनाए रखा है।,1
फिल्म के किरदार थोपे हुए नहीं लगते।,1
"फिल्म का संगीत थोड़ा तेज और लाउड है, लेकिन ये कहानी की मांग के अनुसार फिट बैठता है।",1
अमिताभ बच्चन ने बार-बार सिद्ध किया है कि वे क्यों अमिताभ बच्चन हैं,1
जांबाज पिंडारी योद्धा के रोल में सलमान खूब खूब जमे हैं,1
करण जौहर अपने विषय के प्रति ईमानदार हैं,1
हिंदी फिल्मों में पहली बार आ रही पद्मप्रिया अच्छी लगी हैं।,1
"राज कुमार हिरानी ने इस मूवी में भी अपने डायरेक्शन का जलवा दिखा दिया। उन्होंने साबित कर दिया कि उनके पिटारे से हर बार कुछ अलग और नया निकलता है। कहानी पर हिरानी की शुरू से आखिर तक पकड़ है। आमिर के रहते शरमन , माधवन , बोमन से हिरानी ने बेहतरीन काम लिया और हर एक की मौजूदगी को फिल्म का अहम हिस्सा बनाया। एक पल भी कहानी की गति को उन्होंने सुस्त नहीं पड़ने दिया।",1
"वहीं फिल्म के हीरो इमरान ने हेलिकॉप्टर से चलती ट्रेन में छलांग लगाने वाले बेहद खतरनाक सीन को बिना किसी डुप्लिकेट के किया। यही नहीं फिल्म के सारे स्टंट संजय , और इमरान के हिस्से में रहे है बल्कि श्रुति हासन और चित्राशी ने भी अंडर वॉटर कई खतरनाक दृश्यों को बिना किसी डुप्लिकेट के शूट किया।",1
अब तक अपनी सेक्सी और हॉट इमेज से दर्शकों में अपनी पहचान बनाने वाली सेलिना को इस फिल्म के जरिए करियर में शायद पहली बार इतनी फुटेज मिली कि पूरी फिल्म उन्हीं के इर्दगिर्द टिकी रही। पेज थ्री पार्टियों की शौकीन सोनम के रोल में सेलिना खूब जमी हैं।,1
विद्या ने ऐक्टिंग भी अच्छी की है,1
"फिल्म में नौशीन पूरी तरह से छाई हुई हैं। इंटरवल तक वह काफी लो प्रोफाइल रहकर अपने रोल में फिट होने की कोशिश करती नजर आती है , तो इंटरवल के बाद उनका रोल सबसे ज्यादा उभरकर नजर आता है।",1
"तीन शब्द ही सही, लेकिन इस टिप्पणी को पढ कर बढा अच्छा लगा.",1
"हां , रॉक ऑन के बाद एक बार फिर सुहाना ने अपनी ऐक्टिंग का लोहा मनवाया। फिल्म का म्यूजिक रिलीस से पहले ही टीनएजर्स की जुबां पर है। फिल्म के दो गाने कई म्यूजिक चार्ट में टॉप फाइव पर जगह बनाए हुए है।",1
वह अपनी आजाद जिंदगी के राह पर मनपसंद व्यक्तियों के साथ निकल जाती है,1
"आपका सुरूर और कर्ज के मुकाबले हिमेश इस बार रोल में जमे है। फिल्म में उनकी एक्टिंग देखकर लगता है रेडियो जॉकी की भूमिका के लिए उन्होंने अच्छी खासी तैयारी की है। आरजे की लाइफ स्टाइल , रेडियो पर अपने शो को हिमेश ने दमदार अंदाज में पेश किया है। सोनल सहगल और शहनाज अपनी भूमिकाओं में ठीकठाक रहीं। छोटी सी भूमिका के बावजूद परेश रावल खूब जमे और हंसाने में कामयाब रहे।",1
"ओम पुरी और गोविंद नामदेव का दमदार अभिनय , लंबे अर्से बाद पद्मिनी कोल्हापुरी की मां के रोल में दमदार वापसी से ऐसा लगता है बॉलिवुड को एक खूबसूरत मां मिल गई है।",1
क्लाइमैक्स में अपने शो में दर्शकों से अपनी भूल के दृश्य में उनका जवाब नहीं।,1
इस फिल्म में के रविचंद्रन के छायांकन का महत्वपूर्ण योगदान है,1
अपार समर्थन देकर जनता ने करारा जवाब दे दिया है।,1
अभिषेक चौबे की पहली फिल्म इश्किया मनोरंजक फिल्म है।,1
दोनों नाटकीय दृश्यों में एक-दूसरे के पूरक के रूप परफार्म करते हैं और अंतिम प्रभाव बढ़ा देते हैं।,1
"प्रीतम का संगीत दमदार है। 
फिल्म का टाइटिल सॉन्ग ' जिस दिन मेरा ब्याह होवेगा ,' पहले से ही टॉप टेन में शामिल है।
श्रेयस तलपड़े कैमरामैन के रोल में फिट है",1
फिल्म देखने के बाद न सिर्फ उम्मीदें धराशायी हुई बल्कि अच्छे खासे विषय को यूं ही जाया हो जाने का अफसोस भी हो रहा है,-1
उनके अभिनय में इंटेसिंटी तो है लेकिन किरदार स्टीरियोटाइप होते जाए तो अच्छा अभिनेता भी बोर कर सकता है,-1
एली अबराम को फिल्म में महज ग्लैमर ऐड करने के लिए रखा गया है,-1
बाकी के भी किरदार अति सामान्य हैं,-1
"संदर्भ और स्थितियां बदल गई हैं, लेकिन सोच और समझ में अधिक बदलाव नहीं आया",-1
तकनीकी गुणवत्ता की भी कमियां दिख सकती हैं,-1
"फिल्म में हंसी तो है, लेकिन हंसी पर हिंसा हावी है",-1
यह फिल्म बच्चे न देखें तो बेहतर,-1
"कट्टे, लात-घूंसा, हाथापाई, हड्डी चटकाई और सिर फुड़ौव्वल है",-1
इस फिल्म की सबसे बड़ी दिक्कत पटकथा में विचार को,-1
फिल्म देखते समय ही मनोरंजन का यह भरम टूटता जाता है,-1
आखिरकार फिल्म निराश करती है,-1
कमल हसन और श्रीदेवी अभिनीत सदमा का वह गीत अगर फिल्म में होता तो दर्शकों को सुकून मिलता,-1
कहीं-कहीं तर्क और कारण का खयाल नहीं रखा गया है,-1
फिल्म में जरूरत से ज्यादा गाने और आगे-पीछे की दृश्यों से उनकी संगति भी नहीं बैठती,-1
"इन प्रसंगों में शाहिद कपूर ने पापुलर हीरो की तरह जवांमर्दी दिखाई है, लेकिन उनकी कद-काठी और चेहरे का साथ नहीं मिल पाता",-1
हमेशा लगता है कि कुछ छूट रहा है,-1
कुछ मिसिंग है,-1
पटकथा के बिखराव से फिल्म का रोमांच भी कम होता है,-1
लेखक-निर्देशक ने दूसरी औसत फिल्मों की तरह अवश्य ही दो-चार चुस्त दृश्य अवश्य गढ़ लिए है,-1
दृश्यों का तारतम्य टूटा हुआ है,-1
नतीजतन फिल्म अपेक्षित असर नहीं डालती,-1
अंजुम रिजवी का यह निवेश फलदायक नहीं रहा,-1
इंद्र कुमार की 'ग्रैंड मस्ती' कहीं से भी ग्रैंड नहीं हो पाई है,-1
दरअसल यह ब्रांड मस्ती का दोहराती सी है,-1
नवीनता और मौलिकता की कमी से यह एडल्ट कॉमेडी ढंग से गुदगुदा भी नहीं पाती,-1
"कि कहने या दिखाने के लिए लेखक-निर्देशक के पास ज्यादा कुछ नहीं है, इसलिए वे हंसाने के लिए बार-बार फूहड़ तरकीबें अपनाते हैं",-1
सामान्य फिल्मों में ऐसे दृश्य और व्यवहार देखे जा चुके हैं,-1
"वह सम्मोहित करती हैं, लेकिन अभिनय में कच्चापन है",-1
"फिल्म में अनेक गाने हैं, किंतु कहानी से उनका तालमेल नहीं बैठ पाता",-1
सारे गाने आयटम ही नजर आते हैं,-1
पूरी फिल्म में उसका स्थान निश्चित नहीं हो पाता,-1
उनका चित्रण असंगत है,-1
पटकथा की रवानी में इन पर आम दर्शक का ज्यादा ध्यान नहीं जाता,-1
'सत्याग्रह' में राजनीतिक स्पष्टता नहीं है,-1
दोनों ही उन दृश्यों में किसी एक भाषा हिंदी या अंग्रेजी का इस्तेमाल कर सकते थे,-1
"लेखक-निर्देशक ने इस छोटी सी कहानी के लिए जो प्रसंग और दृश्य रचे हैं, वे बांध नहीं पाते",-1
दृश्यों पर संवाद भारी पड़ते हैं और अपना अर्थ खो देते हैं,-1
दृश्यों में नाटकीयता हो तो संवादों (डायलॉगबाजी) में मजा आता है,-1
"'चेन्नई एक्सप्रेस' में दीपिका पादुकोण ने संवादों को खास लहजा दिया है , फिल्म में वह कई बार टूटता है",-1
अमृत सागर चोपड़ा मामूली से विषय पर हंसाने की कोशिश में असफल रहे हैं,-1
"हालांकि फिल्म में अभिनेताओं की भीड़ है, लेकिन वे सभी दृश्यों की खानापूर्ति के लिए हैं",-1
अकेले अरशद वारसी को फिल्म खींचने की जिम्मेदारी मिली है वे इसे निभा नहीं पाते,-1
अभिनय में अभी अभ्यास की जरूरत है,-1
फिल्म में अवांछित गाने की जगह कुछ जोरदार दृश्य जोड़े जा सकते तो फिल्म की पुख्तगी बढ़ जाती,-1
"चोर चोर सुपर चोर' में नयापन जरूर है, लेकिन एक कच्चापन भी है",-1
मनीष तिवारी की 'इसक' देखते समय और देख कर निकलने के बाद भी याद नहीं रहता कि फिल्म का मुख्य विषय और उद्देश्य क्या था,-1
"कुल मिलाकर 'इसक' एक ऐसी खिचड़ी बन गई है, जो हर कौर में पिछले स्वाद को कुचल देती है",-1
"कमजोर फिल्में निराश करती हैं, लेकिन 'इसक' तो हताश करती है",-1
क्या मिले हुए मौके को ऐसे गंवाया जा सकता है? समस्या यह है कि अभी ठीक ढंग से स्थापित नहीं हो सके विशाल भारद्वाज और अनुराग कश्यप की शैलियों की नकल में मनीष तिवारी अपनी पहली फिल्म 'दिल दोस्ती एटसेट्रा' की सादगी और गहराई भी भूल गए हैं,-1
न तो यह फिल्म इश्क की दास्तान है और न ही दो परिवारों के झगड़े की कहानी प्रतीक की संवाद अदायगी इतनी गड़बड़ है कि कान लगाने पर भी ठीक से संवाद नहीं सुनाई पड़ते,-1
उन्होंने किरदार पर कोई मेहनत नहीं की है,-1
नायिका उनसे बीस इसलिए ठहरती हैं कि उन्होंने थोड़ी मेहनत की है।,-1
निर्देशक अमित सक्सेना की जिस्म इससे कई गुना अच्छी फिल्म थी,-1
पूनम पांडे के अभिनय की तो बात ही न की जाए बेहतर है,-1
"लेकिन उन्हें साम, दाम, दंड, और भेद चाहे जैसे बॉलीवुड में तो एंट्री मिल गई लेकिन अभिनेता शिवम को आने वाले दिनों में अपने करियर पर और भी फोकस करना होगा",-1
फिल्म का एक भी गाना ऐसा नहीं है जो आपकी जुबान पर चढ़ सके,-1
कुल मिलाकर नशा एक औसत फिल्म है जो बॉलीवुड की सालों से चली आ रही बासी और सड़ चुकी देहगाथा को एक कदम आगे बढ़ाने का काम करती है,-1
दर्शकों को रिझाने या बहलाने के लिए इस फिल्म में कुछ भी नहीं है,-1
'डी डे' ऐसी उलझनों की वजह से साधारण फिल्म रह गई,-1
"इस साधारण फिल्म में इरफान, अर्जुन रामपाल और अन्य उम्दा कलाकारों की प्रतिभा की फिजूलखर्ची खलती है",-1
सवाल उठता है कि केवल मोस्ट वांटेड को भारत लाने की कहानी दर्शकों को पसंद नहीं आती क्या? लेखक-निर्देशक की दुविधा ही फिल्म को कमजोर करती है,-1
कुछ प्रसंगों में संवाद और दृश्यों की कसावट का अभाव खलता है,-1
एक तो फिल्म के सारे किरदार निगेटिव शेड के हैं। फिल्म के नायक सूरज के मामा के अलावा किसी में भी अच्छाई नजर नहीं आती,-1
सभी किसी न किसी प्रपंच में लगे हुए हैं,-1
शांतचित्त दिखने वाला किरदार तक अंत मे खूंखार नजर आता है,-1
'शॉर्टकट रोमियो' एक ऊबाऊ फिल्म है,-1
"अमीषा पटेल, नील नितिन मुकेश, बंटी ग्रेटाल और राजेश श्रृंगारपुरे चारों मुख्य अभिनेताओं ने निराश किया है",-1
फिल्म अनावश्यक रूप से लंबी है,-1
एक्शन दृश्यों की डिटेलिंग से कानों में हथौड़े चलने लगते हैं,-1
"पता नहीं चलता, लेकिन फिल्म के प्रति बेरूखी बढ़ती जाती है",-1
आखिरकार हम ठगे महसूस करते हैं,-1
"जहां पिता मिथुन के लिए सब कुछ आसान रहा है, वहीं बेटा महाअक्षय हर दृश्य में जूझते नजर आते हैं",-1
फिर भी 'एनिमी' अपनी सीमाओं से निकल नहीं पाती,-1
आशु त्रिखा को अपनी प्रतिभा का उपयोग कुछ बेहतर विषयों के चित्रण करना चाहिए,-1
'भूमि' टुकड़ों-टुकड़ों में बंटी फ़िल्म है। कुछ हिस्से उपजाऊ तो कुछ हिस्से बंजर है,-1
पूरी फ़िल्म मिला कर देखी जाए तो सच्चाई कम नजर आती है,-1
निर्देशक और लेखक जान-बूझकर ज़बर्दस्ती दर्शकों को भावनाओं के समंदर में डूबा देना चाहते हैं और यह एहसास लगातार इंटरवल तक बना रहता है,-1
मगर जो उनके फैन नहीं हैं उन्हें शायद यह फ़िल्म रास ना आए,-1
कभी-कभी यूं लगा शायद श्रद्धा की कास्टिंग इस फ़िल्म के लिए ठीक नहीं,-1
दर्शकों से कनेक्ट नहीं कर पाई 'हसीना पारकर,-1
अभिनय की बात की जाए तो कुणाल राय कपूर अगर और मेहनत कर लेते तो उनके किरदार में और जान आ पाती,-1
फ़िल्म का स्क्रीनप्ले बहुत ही अच्छा लिखा गया है और कहानी भी मनोरंजक है,-1
अगर वह अपना वजन थोड़ा कम कर लेते तो एक कॉलेज स्टूडेंट या उसके आस-पास का उनका किरदार थोड़ा कन्विन्शिंग लगता,-1
कुल मिलाकर 'लखनऊ सेंट्रल' कोई महान फ़िल्म तो नहीं मगर एक बार देखी जा सकती है,-1
निराश करती है यह 'सिमरन',-1
यह फ़िल्म अत्यंत साधारण फ़िल्म है,-1
फ़िल्म शुरू होने के कुछ समय तक तो आपको समझ ही नहीं आता कि आखिर हो क्या रहा है,-1
एडिटिंग बहुत ही कमजोर है,-1
स्टोरी और स्क्रीनप्ले पर बिल्कुल भी मेहनत नहीं की गई है,-1
फ़िल्म का संगीत साधारण है,-1
हंसल मेहता का निर्देशन इस बार कमजोर पड़ गया,-1
मगर आसिम इसे एक साधारण सी फ़िल्म के ऊपर नहीं ले जा पाए हैं,-1
यही इस फ़िल्म की सबसे बड़ी कमी है,-1
एडिटिंग पर थोड़ा और काम होना चाहिए था,-1
"लेकिन, उसमें काफी कमियां नजर आती हैं। इन सबके बीच सबसे बड़ी कमी नजर आती है स्क्रिप्ट डिपार्टमेंट में",-1
मगर जैसे ही कहानी आगे बढ़ती है एक रेग्यूलर मसाला फ़िल्म की तरह ही नज़र आती है 'बादशाहो',-1
क्लाइमेक्स पर आकर आप खुद को ठगा सा महसूस करते हैं,-1
इतनी बड़ी समस्या का ऐसा समाधान लेखन विभाग की असफलता दिखाती है,-1
फ़िल्म के लेखक रजत अरोरा के साथ निर्देशक मिलन लूथरिया को थोड़ी और मेहनत की जरूरत थी,-1
कुल मिलाकर 'बादशाहो' एक औसत फ़िल्म है,-1
निर्देशक कृष्णा डीके और राज की फ़िल्म 'अ जेंटलमैन' एक औसत कमर्शियल फ़िल्म है,-1
जिसमें ज्यादा दिमाग लगाने की जरूरत नहीं होती,-1
"निर्देशक द्वय ने फ़िल्म पर अपनी पकड़ बनाए रखने के लिए काफी मशक्कत भी की है किंतु, वे सफलता हासिल नहीं कर सकें",-1
मगर कहानी में कोई ख़ास दम नहीं है,-1
"गिने-चुने दृश्यों के अलावा फ़िल्म,दर्शकों पर पकड़ बरकरार नहीं रख पाती",-1
इस तरह की फ़िल्म का आईडिया किसी हॉलीवुड फ़िल्म को देखकर आया है और इसका भारतीयकरण बिल्कुल जल्दबाजी में और बचकाने तरीके से बिना भारतीय व्यवस्था को समझे किया गया है,-1
अंडर ट्रायल जैसे गंभीर मुद्दे को बहुत ही सतही तौर पर प्रस्तुत किया गया है,-1
अभिनय की बात की जाए तो आधार जैन को अभी काफी मेहनत करने की जरूरत है,-1
"उनमें संभावनाएं जरूर हैं मगर, उनके लॉन्चिंग में जल्दीबाजी की गई है",-1
उनका चित्रण बहुत ही फॉल्स है,-1
आप चाहे तो यह फ़िल्म छोड़ भी सकते हैं,-1
स्क्रीन पर आते ही उसकी हवा निकल गई है,-1
इस फ़िल्म का सबसे कमजोर हिस्सा इसका स्क्रीनप्ले और कहानी ही है,-1
"कुल मिलाकर यह कहा जाए तो गलत नहीं होगा कि 'बाबूमोशाय बंदूकबाज' एक साधारण सी फ़िल्म है, जो उम्मीदों पर खरी नहीं उतरती",-1
नवाजुद्दीन सिद्दीकी के चाहने वाले उनकी छवि को देखते हुए यह फ़िल्म को देखने जाएंगे निराश ही होंगे,-1
समय की कमी और इतना मुश्किल काम जल्द करने में असमर्थ रेडक्लिफ़ अपने हाथ खड़े कर देते हैं,-1
जो कभी-कभी फ़िल्म को उबाऊ कर देता है,-1
फ़िल्म के क्राफ्ट के हिसाब से कई सारी जगह सिंथेटिक लगती है,-1
कुल मिलाकर पार्टीशन हमारे दौर की एक महत्वपूर्ण फ़िल्म तो है मगर इसका नज़रिया कहीं न कहीं एकतरफा लगता है,-1
फ़िल्म अनावश्यक रूप से काफी लंबी है,-1
इंटरवल तक फ़िल्म बोझिल हो जाती है,-1
स्क्रीनप्ले पर और मेहनत की जानी चाहिए थी,-1
सिनेमेटोग्राफी भी और बेहतर होती तो फ़िल्म दर्शनीय बन पाती,-1
"जिनके दिमाग में शाह रुख़ ख़ान की फ़िल्म यानी भव्य, सुपरमैन की तरह का नायक और बड़े-बड़े सेट्स हैं वो इस फ़िल्म से शायद खुद को जोड़ न पाएं",-1
"पूरी फ़िल्म में अपनी पकड़ बनाये रखने वाले इम्तियाज़ ने क्लाइमेक्स में अपनी फ़िल्मी लिबर्टी ले ली, जो कुछ छूट गया का अहसास कराती है",-1
मधुर सिर्फ एक मामले में चूक गए। जो शायद युवा पीढ़ी को गुमराह करे,-1
"हां, कुछ लॉजिकल फॉल्ट्स हैं फिल्म में जो हर कमर्शियल फिल्मों में अक्सर होते हैं",-1
उन्हें अभी दिखाना होगा कि वो अभिनय के कितने आयाम मौजूद हैं,-1
स्लो स्क्रीनप्ले और जरुरत से ज्यादा उलझी कहानी आप को बोर कर सकते हैं,-1
ढेर सारे ट्रेक्स ओनिर खोल देते है उसमें दर्शक कंफ्यूज हो जाता है कि आखिर चल क्या रहा है,-1
पेस एंड रीदम का फिल्म में अभाव है जिससे फिल्म का ग्राफ एक जैसा ग्रो नहीं करता,-1
फ़र्स्टहाफ थोड़ा खींच गया,-1
मिथुन के संगीत से सजी फिल्‍म चुस्त एडिटिंग में मात खाती है,-1
समर्थ कलाकारों के बावजूद दिक्कत लेखन से हो गई है,-1
संवादों में रचनात्‍मकता का पुट होने के बावजूद हंसी चेहरे पर नहीं पसर पाती है,-1
हालांकि इन सब चीजों के बावजूद फिल्म का घटनाक्रम कहानी को बड़ी प्रेडिक्‍टेबल सी बना गई है,-1
इससे यह आला दर्जे की थ्रिलर बनते-बनते रह गई है,-1
एक जमाने में सफल फिल्में दे चुके सुनील दर्शन की यह फिल्म उक्त कारणों के चलते असरहीन हो गई है,-1
दीम के संगीत को छोड़ दें तो यह लेष मात्र भी प्रभाव नहीं छोड़ती,-1
कहानी तो रिक्‍त स्थानों की पूर्ति भर कर रहे हैं,-1
थ्रिलर का स्तर धारावाहिकों सा हो गया है। वह कई मौकों पर हास्यास्पद सा लगा है,-1
बोल और भाव-भंगिमा में बड़ा फासला दिखता है,-1
‘ट्यूबलाइट’ के इस महत्‍वपूर्ण संदेश में फिल्‍म थोड़ी फिसल जाती है,-1
यह फिल्‍म पूर्वार्द्ध में थोड़ी शिथिल पड़ी है,-1
अमजद खान के अवतार में विवेक ओबेरॉय जरा सी कसर छोड़ गए,-1
सीमित साधनों और बजट की अभिषेक सक्‍सेना निर्देशित ‘फुल्‍लू’ आरंभिक चमक के बाद क्रिएटिविटी में भी सीमित रह गई है,-1
नेक इरादे से बनाई गई इस फिल्‍म में घटनाएं इतनी कम हैं कि कथा विस्‍तार नहीं हो सका है,-1
फिल्‍म एकआयामी होकर रह जाती है,-1
इस वजह से फिल्‍म का संदेश प्रभावी तरीके से व्‍यक्‍त नहीे हो पाता,-1
"लेखक ने फुल्‍लू का मासूम किरदार तो गढ़ा है,लेकिन उस किरदार को कार्य और क्रिया नहीं दे सके हैं",-1
फिल्‍म के बाकी किरदारों का रवैया भी स्‍पष्‍ट नहीं होता,-1
अकेल शारिब हाश्‍मी पर टिकी यह फिल्‍म पूरी होने के पहले ही हांफने लगती है,-1
साफ लगता है कि बोल्‍डनेस की चाह रखने वालों का खास ख्‍याल रखा गया है,-1
"बहरहाल, दिक्कत अत्‍याधिक सरल पटकथा के चलते हो गई है",-1
रहस्य और रोमांच का तानाबाना ढंग से नहीं बन पाया है,-1
साथ ही यह एक्शन से ज्यादा कॉमेडी की गलियों में गुम हो जाती है,-1
साइकोलॉजिकल बीमारियों के बारे में समुचित जानकारी का अभाव खटकता है,-1
खंडित शख्सियत के शिकार जय को चित्रित करने में प्रवीण कमजोर पड़े हैं,-1
हालांकि डायलाग वह सपाट तरीके से बोलती नजर आती हैं,-1
"वह डर, परेशानी और द्वंद्व में फंसे शख्स के भावों को पूरी तरह उकेर नहीं पाए हैं",-1
रॉनी बने ध्रुव बाली अभिनय में कच्चे लगे,-1
वह भी प्रभावहीन लगी हैं,-1
उनके किरदारों को सही से गढ़ा नहीं गया है,-1
बाकी सहयोगी कलाकार खानापूर्ति करते दिखते हैं,-1
इस फिल्म पर थोड़ी और मेहनत की गई होती और सचिन तेंदुलकर के व्यक्त्त्वि को खंगाला गया होता तो यह फिल्म दूरगामी प्रभाव की हो जाती,-1
यों लगता है कि सचिन की तरफ से निर्माता-निर्देशक को भरपूर सहयोग नहीं मिला,-1
"भाषा, परिवेश और माहौल में ‘हाफ गर्लफ्रेंड’ में कसर रह जाती है और उसके कारण अंतिम असर कमजोर होता है",-1
हाफ गर्लफ्रेंड’ में तर्क दरकिनार है और संयोगों की भरमार है,-1
‘हिंदी मीडियम’ जैसी बेहतरीन फिल्‍म का यह कमजोर अंश है,-1
कमी है तो ऐसे प्रसंगों और दृश्यों की जहां वे विस्तार और गहराई पा सकें,-1
हिंदी के प्रयोग में व्याकरण और व्यवहार की गलतियां आम होती जा रही हैं,-1
रामगोपाल वर्मा की ‘सरकार 3’ उम्मीदों पर खरी नहीं उतरती,-1
फिल्म चारों खाने चित्त हो जाती है,-1
"अफसोस, यह हमारे समय के समर्थ फिल्मकार का भयंकर भटकाव है",-1
"अमिताभ बच्चकन, मनोज बाजपेयी और बाकी कलाकारों की उम्दा अदाकारी, रामकुमार सिंह के संवाद और तकनीकी टीम के प्रयत्नों के बावजूद फिल्म संभल नहीं पाती",-1
"लम्हों, दृश्यों और छिटपुट परफारमेंस की खूबियों के बावजूद फिल्म अंतिम प्रभाव नहीं डाल पाती",-1
कहानी और पटकथा के स्तर की दिक्कतें फिल्म की गति और निष्‍पत्ति रोकती हैं,-1
रामगोपाल वर्मा सभी किरदारों को लेकर रोचक ड्रामा बुनने में चूकते हैं।,-1
‘सरकार 3’ रामगोपाल वर्मा की विफल फिल्मोंं की सूची में रहेगी,-1
उन दृश्यों में नवीनता नहीं है,-1
पर थोड़ा ठहरकर या सिनेमाघर से निकल कर सोचें तो यह आनंद मुट्ठी में बंधी रेत की तरह फिसल जाती है,-1
भारतीय फिल्‍मों का अावश्‍यक तत्व है इमोशन... इस फिल्‍म में इमोशन की कमी है,-1
"वात्‍सल्‍य, प्रेम और ईर्ष्‍या के भावों को गहराई नहीं मिल पाती",-1
इस विस्‍तार में धीमी फिल्‍म और बोझिल हो जाती है,-1
अफसोस है कि नूर को पर्दे पर जीने की कोशिश में अपनी सीमाओं को लांघती सोनाक्षी सिन्‍हा का प्रयास बेअसर रह जाता है,-1
लेकिन लेखक और निर्देशक उनकी मेहनत पर पानी फेर देते हैं,-1
यह फिल्‍म अपने उद्देश्‍य तक नहीं पहुंच पाती,-1
अपने उपसंहार में यह फिल्म दुविधा की शिकार होती है,-1
"अहम मुद्दे पर अहमकाना तो नहीं, लेकिन बहकी हुई फिल्म हमें मिलती है",-1
उनकी संवाद अदायगी और गुस्सैल अदाकारी बेहतर है,-1
रही-सही कसर उन सबको मिले कमजोर संवादों ने पूरी कर दी है,-1
यह उनके अब तक के करियर की सबसे कमजोर परफॉरमेंस कही जाएगी,-1
हालांकि जरूरत से ज्यादा गानों ने फिल्‍म की गति बाधित ही की है,-1
फ़िल्म का प्लॉट पेचीदा और उलझा हुआ है,-1
"कहानी भागती और बिखरी हुई है, जो दर्शक को बांधकर नहीं रख पाती",-1
"संवाद बेतरतीब और दार्शनिक भाव लिए हुए हैं, जिससे वो असरहीन प्रतीत होते हैं",-1
किरदारों की अदाकारी में गहराई का अभाव है,-1
अदाकारी में लापरवाही की झलक है,-1
अवधि लगभग दो घंटे होने की वजह से फ़िल्म थका सकती है,-1
हालांकि लंबे वक़्त तक फ़िल्म बांधे रखने में कामयाब नहीं होती,-1
कहानी इस पेंच तक आने के बाद उलझ जाती है,-1
लेखक और निर्देशक कभी रोमांस तो कभी राजनीति की गलियों में मिर्जा और जूलिएट के साथ भटकने लगते हैं,-1
बाकी किरदारों को स्‍पेस देने के चक्‍क्‍र में फिल्‍म का प्रवाह शिथिल और बाधित होता है,-1
दर्शन कुमार उनका साथ देने में कहीं-कहीं पिछड़ जाते हैं,-1
उनके किरदार के गठन की कमजोरी से उनका अभिनय प्रभावित होता है,-1
उद्दाम प्रेमी के रूप में वे निखर नहीं पाते,-1
लेकिन बाद में वही दोहराव लगने लगती है,-1
उनकी रिश्‍तेदारी और उनकी भाषा कहीं-कहीं खटकती है,-1
फिल्‍म में एक ही कमी है- कहानी,-1
अभी के समय के चित्रण में वही कौशल नहीं दिखा है,-1
"‘मशीन’ अब्‍बास-मस्‍तान की सबसे कमजोर फिल्‍म के रूप में याद की जाएगी,जिसमें एक लोकेशन के अलावा सब कुछ फिसड्डी रहा",-1
इससे फिल्‍म लचर होने के कारण देखने लायक भी नहीं रह गई,-1
दृश्‍य कमजोर हैं और अभिनेताओं का प्रदर्शन और भी कमजोर है,-1
रोमांटिक और नाटकीय संवादों में हंसी छूटती है,-1
